qstr_thawb1_belt1|thawb1 belt1
qstr_Merchant_{s9}_of_{s4|Торговец {s9} ({s4}) просил Вас разобраться с беспокоящими его бандитами, промышляющими в окрестностях города.
qstr_Guildmaster_of_{s4}_|Цеховой мастер города {s4} передал вам {reg12} динар для уплаты выкупа бандитам, похитившим девушку. Вы должны встретиться с бандитами неподалеку от селения {s3} для передачи выкупа. После этого Вам необходимо привезти девушку обратно в город {s4}.
qstr_Guildmaster_of_{s4}_p|Цеховой мастер города {s4} обещал Вам {reg12} динар если Вы убедите {s12} и {s13} не препятствовать заключению мира между государствами {s15} и {s14}. Добиться этого можно либо убедив их, либо захватив в плен и изолировав до подписания мирного соглашения между государствами.
qstr_The_Guildmaster_of_{s|Цеховой мастер города {s14} просил вас разобраться с бандой уличных грабителей в городе {s14}. Они появляются ночью и нападают только на одиноких прохожих.
qstr_Guildmaster_of_{s10}|Цеховой мастер города {s10} просил Вас перегнать стадо в {s13}. Вы получите {reg8} динар за хлопоты.
qstr_He_is_not_commanding|В настоящий момент у него в подчинении никого нет.
qstr_He_currently_command|В настоящий момент под его командой {reg0} человек{reg1?, {reg1} из которых ранены:}.
qstr_The_elder_of_the_vil|Старейшина деревни {s3} просил Вас доставить им {reg5} мешков пшеницы.
qstr_The_elder_of_the_vill|Старейшина деревни {s13} просил Вас обучить {reg5} крестьян для противостояния бандитам.
qstr_The_elder_of_the_villa|старейшина деревни {s3} просил Вас пригнать {reg5} голов скота.
qstr_{s16}_and_{s15}|{s16} и {s15}
qstr_I_can_smell_a_fat_pu|Я чую толстый кошелек за версту.
qstr_Why_it_be_another_tr|Какая приятная, неожиданная встреча! Предупреждаю, для {паренька/девушки} вроде тебя дороги здесь опасны. Но за небольшую мзду мы с моими ребятами проследим, чтобы дорога для тебя была поспокойнее, идет?
qstr_Well_well_look_at_th|Посмотрите-ка сюда! Лучше начинай выгружать из карманов монеты, а то мы с моими друзьями будем тебя немножко бить.
qstr_There_s_a_toll_for_p|Проход здесь платный, а мы собираем эту плату. Надеюсь, Вы не будете возражать, если мы немного облегчим Ваш кошелек?
qstr_Another_fool_come_to|Еще одно тупое создание решило броситься на мой клинок? Прекрасно, к бою!
qstr_We_re_not_afraid_of_|Ничтожество! Мы не боимся таких как ты и сейчас проломим парочку голов!
qstr_That_was_a_mistake._|Большая ошибка с твоей стороны. Я буду убивать тебя медленно и мучительно.
qstr_Brave_words._Let_s_s|Храбрые речи. Сможешь подтвердить их делами, пес?
qstr_A_{s5}?_Well..._Yes_|{s5}? Хм... Да, полагаю, так и есть. Странный вопрос.
qstr_Eh?_No_it_most_certa|А? Нет, скорее всего не {s5}. На Вашем месте я бы опросил всех кого возможно.
qstr_This_is_the_{reg4?to|Это {reg4?город:деревня} {s5}, {сир/мадам}.
qstr_{s6}_Our_{reg4?town:|{s6} Наше поселение и прилегающие земли принадлежат Вам, {милорд/миледи}.
qstr_{s6}_Our_{reg4?town:v|{s6} {reg4?Нашим городом:Нашей деревней} и окружающими землями владеет {s7} из {s8}.
qstr_{s3}_and_{s5}|{s3} и {s5}
qstr_{reg20?We_mostly_pro|{reg20?В основном мы производим здесь {s5}:В последнее время производство упало}. Если Вы хотите узнать больше, обратитесь к {reg4?цеховому мастеру:старосте}. Он там, недалеко.
