1637
qstr_res_cape1 res_cape1
qstr_{reg10}_mil. {reg10}_mil.
qstr_{reg10}_th. {reg10}_th.
qstr_{reg10}.{reg11}% {reg10}.{reg11}%
qstr_{s1}_produced_{reg10 {s1}_produced_{reg10}_{s2}.
qstr_Produces_steel_out^o Produces_steel_out^of_iron_and_coal.
qstr_Produces_ammunition_ Produces_ammunition_out^of_steel.
qstr_Produces_lumber_out^ Produces_lumber_out^of_wood.
qstr_Produces_weaponry_ou Produces_weaponry_out^of_steel_and_lumber.
qstr_Produces_clothes_out Produces_clothes_out^of_fabric.
qstr_Produces_constructio Produces_construction^materials_out_of_steel_and_coal.
qstr_Produces_fabric_out^ Produces_fabric_out^_of_cotton.
qstr_Produces_furniture_o Produces_furniture_out^_of_lumber.
qstr_Produces_machine_par Produces_machine_parts_out^_of_steel_and_coal.
qstr_Produces_military_su Produces_military_supplies_out^_of_steel_and_fabric.
qstr_Produces_paper_out^_ Produces_paper_out^_of_wood.
qstr_Produced_{reg2}_{s1} Produced_{reg2}_{s1}_with_{reg11}_artisans,_raw_resources_multiplier_was_{reg12}.
qstr_Chance_to_build_fact Chance_to_build_factory_in_{s1}_is_{reg10}.{reg11}%.
qstr_Building_factory_in_ Building_factory_in_{s1}
qstr_Price_of_{s1}_has_ch Price_of_{s1}_has_changed_by_{reg10}.
qstr_Urbanization_of_{s1} Urbanization_of_{s1}'s_center_{s2}_was_increased_by_{reg10}.
qstr_{s1}_gives_{reg11}%_ {s1}_gives_{reg11}%_votes.
qstr_{reg10}%_of_parliame {reg10}%_of_parliament_voted_for_bill._Bill_rejected.
qstr_{reg10}%_of_parliamen {reg10}%_of_parliament_voted_for_bill._Bill_accepted.
qstr_{s1}_rural_wealth_{r {s1}_rural_wealth_{reg10}_urban_wealth_{reg11}_middle_wealth_{reg12}_bourgeoisie_wealth_{reg13}_aristocracy_wealth_{reg14}_sum_wage_{reg15}_gdp_rural_{reg16}_gdp_urban_{reg17}_population_root_{reg18}
qstr_{s1}_cannot_launch_g {s1}_cannot_launch_grenade_attack_-_{reg1}_seconds_cooldown.
qstr_{s1}_cannot_launch_ga {s1}_cannot_launch_gas_attack_-_{reg1}_seconds_cooldown.
qstr_You_became_a_high_co You_became_a_high_command_officer,_which_means_you_are_free_to_act_independent_during_service.
qstr_You_became_a_non_com You_became_a_non-commissioned_officer,_which_means_you_will_now_command_troops_in_battle.
qstr_You_became_a_marshal You_became_a_marshall_of_{s10},_which_means_you_can_start_and_manage_campaigns.
qstr_{s50}_{s51} {s50}_{s51}
qstr_Your_government_type Your_government_type_doesn't_allow_to_manage_this_factory.
qstr_Unable_to_manage_ene Unable_to_manage_enemy_faction's_factory.
qstr_{s1}:_Peaceful_demon {s1}:_Peaceful_demonstration_in_support_of_social_welfare!_Citizens_of_{s2}_gathered_on_the_main_square_of_the_city,_calling_on_the_government_to_intervene_in_the_worsening_situation_of_dire_working_conditions.
qstr_The_demonstration_en The_demonstration_ended_without_a_response_from_the_government.
qstr_The_police_dispersed The_police_dispersed_the_crowd,_but_managed_to_do_it_without_victims.
qstr___Massacre_in_{s2}!_ ''Massacre_in_{s2}!''_The_police_started_shooting_at_peaceful_protesters,_at_least_{reg10}_people_were_wounded.
qstr_{s1}:_Workers_in_{s2 {s1}:_Workers_in_{s2}_have_sabotaged_production_in_{s3}_in_protest_of_bad_working_conditions!_Machinery_has_been_damaged_severely.
qstr_{s1}:_Riot_in_{s2}!_ {s1}:_Riot_in_{s2}!_{s3}_has_been_damaged_after_group_of_workers_caused_a_commotion_in_protest_of_bad_working_conditions.
qstr_{s1}:_Workers_of_{s2 {s1}:_Workers_of_{s2}_have_gone_on_a_strike_in_the_{s3},_in_protest_of_poor_working_conditions_and_low_wages._The_strike_is_set_to_continue_for_the_following_{reg4}_days,_strike_leaders_say.
qstr_{s1}:_Workers_in_{s2} {s1}:_Workers_in_{s2}_have_initiated_a_strike_in_the_{s3}_in_protest_of_bad_working_conditions._The_strike_will_end_in_{reg4}_days.
qstr_{s1}:_Strike_in_{s2} {s1}:_Strike_in_{s2}!_All_labour_activity_has_stopped_in_{s3}_as_workers_fight_against_the_current_working_conditions._The_strike_will_continue_for_{reg4}_more_days.
qstr_{s1}_in_{s2} {s1}_in_{s2},
qstr__{s1}_in_{s2} _{s1}_in_{s2},
qstr_{s1}:_Worker_unions_ {s1}:_Worker_unions_have_called_for_a_general_strike!_United_in_protest,_workers_have_joined_the_picket_lines_in_{s3}{s4}{s5}{s6}{s7}!
qstr_{s3}_s_police_arrest {s3}'s_police_arrests_{reg1}_political_figures_supporting_{s1}._Alongside_the_arrests,_the_government_has_also_announced_the_banning_of_the_movements_newspaper._^^Effect:_{s1}'s_influence_decreases.
qstr_{s3}:_Mass_arrests_o {s3}:_Mass_arrests_of_pro-{s1}_politicians._Major_portions_of_{s1}_supporters_are_forced_into_clandestine_efforts_as_open_agitation_has_become_dangerous.^^Effect:_{s1}'s_influence_decreases.
qstr___Arrested!___Famous ''Arrested!''_Famous_opposition_politicians_from_{s1}_in_{s3}_have_been_publicly_declared_enemy_of_the_state_and_have_been_arrested_or_forced_into_hiding.^^Effect:_{s1}'s_influence_decreases.
qstr_{s3}_s_officials_fac {s3}'s_officials_face_backlash_after_efforts_to_undermining_the_opposition_have_been_discovered._^^Effect:_{s2}'s_influence_decreases.
qstr_{s3}:___Outrageous!_ {s3}:_''Outrageous!''_Political_observers_have_discovered_vile_plans_by_the_{s2}.^^Effect:_{s2}'s_influence_decreases.
qstr_{s3}:_{s2}_has_lost_ {s3}:_{s2}_has_lost_standing_in_the_public_eye_after_a_scandal_manifests_itself_within_the_party_ranks.^^Effect:_{s2}'s_influence_decreases.
qstr_{s3}:_{s2}_has_been_ {s3}:_{s2}_has_been_found_guilty_of_attempting_to_cover_up_a_break-in_of_the_opposition's_headquarters_in_the_capital.^^Effect:_{s2}'s_influence_decreases.
qstr_{s3}:_{s1}_was_fined {s3}:_{s1}_was_fined_${reg2}_over_involvement_in_an_illegal_financial_scheme._^^Effect:_{s1}'s_influence_decreases.
qstr___Corruption_scandal ''Corruption_scandal_in_{s3}'':_{s1}_faced_backlash_after_members_were_found_trying_to_bribe_officials.^^Effect:_{s1}'s_influence_decreases.
qstr_{s3}:_Famous_politic {s3}:_Famous_politician_{s4}_from_{s1}_discovered_to_have_been_involved_in_a_recent_financial_scandal,_discrediting_his_party_in_the_eyes_of_the_voters.^^Effect:_{s1}'s_influence_decreases.
qstr_{s1}_s_government_ha {s1}'s_government_has_been_changed_to_{s2}.
qstr_Constitutional_Dual_ Constitutional_Dual_Monarchy
qstr_Absolute_Monarchy Absolute_Monarchy
qstr_Constitutional_Monar Constitutional_Monarchy
qstr_Republic Republic
qstr_Soviet_Republic Soviet_Republic
qstr_{reg0}._Company_has_ {reg0}._Company_has_switched_to_walking.
qstr_{reg0}._Company_has_s {reg0}._Company_has_switched_to_running.
qstr_{s1}_cannot_change_f {s1}_cannot_change_formation_-_only_light_infantry_can_apply_extended_line_formation.
qstr_{s1}_cannot_change_fo {s1}_cannot_change_formation_-_you_need_to_research_Modern_Attack_Tactics_technology_to_apply_line_formation.
qstr_{s1}_cannot_change_for {s1}_cannot_change_formation_-_you_need_to_research_Skirmish_Line_Tactics_technology_to_apply_dense_line_formation.
qstr_{s1}_cannot_change_form {s1}_cannot_change_formation_-_you_need_to_research_Adaptive_Training_technology_to_apply_extended_line_formation.
qstr_{s1}_cannot_change_forma {s1}_cannot_change_formation_-_you_need_to_research_Skirmish_Line_Tactics_technology_to_apply_line_formation.
qstr_{s1}_cannot_change_format {s1}_cannot_change_formation_-_discipline_level_is_less_than_30%.
qstr_day day
qstr_cloud1 cloud1
qstr_cloud2 cloud2
qstr_cloud3 cloud3
qstr_cloud4 cloud4
qstr_cloud5 cloud5
qstr_sunset sunset
qstr_clouds1 clouds1
qstr_clouds2 clouds2
qstr_clouds3 clouds3
qstr_clouds4 clouds4
qstr_evening evening
qstr_night night
qstr_dusk dusk
qstr_Hotkeys:_U_to_access Hotkeys:_U_to_access_the_aerial_view_E_and_Q_to_rotate_camera_horizontally_Middle_mouse_button_and_moving_mouse_up_and_down_to_rotate_camera_vertically_Space_and_Ctrl_to_control_your_height_~_tilde_(next_to_1)_to_make_selected_companies_run._You_can_select_companies_either_by_clicking_on_the_units_on_screen,_or_by_selecting_them_in_the_UI_in_the_bottom_left_Use_your_right_mouse_button_to_place,_and_orientate_your_units.
qstr_{reg0}._Company_was_ {reg0}._Company_was_forced_to_retreat.
qstr_1st_{s1} 1st_{s1}
qstr_2nd_{s1} 2nd_{s1}
qstr_3rd_{s1} 3rd_{s1}
qstr_4th_{s1} 4th_{s1}
qstr_5th_{s1} 5th_{s1}
qstr_6th_{s1} 6th_{s1}
qstr_7th_{s1} 7th_{s1}
qstr_8th_{s1} 8th_{s1}
qstr_debug_YuriCannonOrde debug_YuriCannonOrder_Begin
qstr_debug_YuriCannonOrder debug_YuriCannonOrder_End
qstr_You_got_keys_of_dung You_got_keys_of_dungeon.
qstr_You_must_stay_behind You_must_stay_behind_the_line_on_the_ground!_Point_is_not_counted.
qstr_Tutorial Tutorial
qstr_{!}sending_prisoner_ {!}sending_prisoner_cart_6_feet_underground!
qstr_{!}spawn_prison_cart {!}spawn_prison_cart_5_secs_initiated!
qstr_{!}spawn_prison_cart! {!}spawn_prison_cart!
qstr_{!}g_multiplayer_cco {!}g_multiplayer_ccoop_spawn_alive_player_squad:_{reg0}
qstr_Your_current_rank_is Your_current_rank_is_{s1}.^^Current_points/points_needed_for_promotion:_{reg10}/{reg11}
qstr_^{s32}_s_Infamy:_{re ^{s32}'s_Infamy:_{reg10}
qstr_{!}{s4}:_M{reg3}_2M{ {!}{s4}:_M{reg3},_2M{reg4},_PC{reg5},_2PC{reg6},_PM{reg7}
qstr_You_were_born_the_{r You_were_born_the_{reg3?daughter:son}_of_a_minor_noble,_who's_influence_was_decreasing_with_the_new_times._You_had_everything_you_needed:_good_education,_happy_childhood._You_visited_noble_feasts_and_celebrations_with_your_father,_so_you_were_welcome_after_his_death,_as_also_you_managed_to_save_family_funds.
qstr_You_were_born_the_{re You_were_born_the_{reg3?daughter:son}_of_a_small_businessman,_always_dealing_with_different_sorts_of_customers_and_partners._Your_parents_were_wealth_enough_to_send_you_to_a_private_school._You_father_wasn't_able_to_deal_with_the_new_times,_which_changed_trading_technoligies,_so_after_his_death_you_had_only_a_small_part_of_his_business.
qstr_You_were_born_the_{reg You_were_born_the_{reg3?daughter:son}_of_a_minor_staff_officer,_who_took_a_part_in_a_lot_of_conflicts_of_the_early_19th_century._Born_in_one_of_his_campaigns,_you_never_knew_your_mother._Although_your_father_tried_to_teach_you_everything_he_knew,_he_wasn't_a_good_teacher,_so_after_his_death_you_had_only_some_army_skills_and_his_last_bought_gun.
qstr_{reg3?daughter:son} {reg3?daughter:son}
qstr_You_were_born_the_{reg3 You_were_born_the_{reg3?daughter:son}_of_a_mafia_capo,_who_was_a_respected_member_of_a_local_band._Your_father_didn't_want_you_to_follow_his_steps,_so_you_had_a_chance_for_a_lawful_life._But_circumstances_of_the_new_times_left_you_no_choice,_so_after_his_death_you_replaced_him_with_his_mafia_heritage.
qstr_You_were_born_the_{reg3? You_were_born_the_{reg3?daughter:son}_of_a_university_professor._As_a_son_of_a_science_man,_you_got_a_very_good_education._Although_your_family_wasn't_rich_your_father_tought_you_that_money_aren't_the_most_important,_so_after_his_death_you_entered_the_world_with_a_good_amount_of_knowledge.
qstr_You_were_born_the_{reg3?d You_were_born_the_{reg3?daughter:son}_of_a_regular_factory_labourer,_who_spent_his_life_toughly_working_for_his_family._Although_you_were_tought_to_live_fairly,_your_father_gave_you_freedom_of_chosing_your_future_profession._After_his_death,_you_still_was_seeking_for_a_business_to_get_in_your_live.
qstr_You_were_a_child_of_ You_were_a_child_of_the_steppe,_born_to_a_tribe_of_wandering_nomads_who_lived_in_great_camps_throughout_the_arid_grasslands._Like_the_other_tribesmen,_your_family_revered_horses_above_almost_everything_else,_and_they_taught_you_how_to_ride_almost_before_you_learned_how_to_walk._
qstr_As_the_{reg3?daughte As_the_{reg3?daughter:son}_of_a_thief,_you_had_very_little_'formal'_education._Instead_you_were_out_on_the_street,_begging_until_you_learned_how_to_cut_purses,_cutting_purses_until_you_learned_how_to_pick_locks,_all_the_way_through_your_childhood._Still,_these_long_years_made_you_streetwise_and_sharp_to_the_secrets_of_cities_and_shadowy_backways.
qstr_You_were_as_far_as_a You_were,_as_far_as_anyone_outside_the_university_could_tell,_a_studious_person._Always_obeying_the_rules,_always_getting_good_grades._If_that_was_an_illusion_or_not,_only_you_know._But_suffice_you_say,_you_were_in_university,_be_it_because_of_a_patronage_from_someone_wealthy_or_because_your_family_was_rich_enough_to_afford_it,_and_even_if_you_were_a_student_whose_record_was_questionable_at_best,_it_gained_you_valuable_insight_and_experience.
qstr_The_thrumming_of_mac The_thrumming_of_machines_and_the_pounding_of_metal_is_a_sound_you_know_better_than_anyone._It_was_hard_work,_waking_up_real_early_and_going_to_bed_real_late,_working_every_second_between_those_two_events_under_the_watchful_eye_of_demanding_overseers._You_became_intimately_familiar_with_technology,_particularly_industry,_as_you_worked._Your_calloused_hands_are_proof_that_you_know_hard_work,_and_though_you_left_the_factory_life_behind,_it_will_never_leave_you.
qstr_Living_on_the_street Living_on_the_streets_was_tough._Stealing_to_live,_if_you_could_call_the_scraps_you_could_get_any_sort_of_proper_life,_was_part_and_parcel_of_your_existence._Everyone_looked_down_at_you_as_a_street_urchin,_as_someone_to_be_reviled_and_pitied_at_best,_or_actively_driven_out_at_worst._This_hard_life_gave_you_perspective,_it_gave_you_skills_others_may_see_as_unsavory._Luckily,_in_war,_unsavory_skills_are_quite_useful.
qstr_Extra_extra!_Local_n Extra_extra!_Local_newspaper_has_a_bunch_of_stories_that_you_never_really_cared_for!_Hawking_newspapers_all_day_certainly_improved_your_skills_at_speaking,_making_people_who_otherwise_wouldn't_care_for_the_goings-on_to_buy_a_newspaper._Of_course,_a_keen_knowledge_of_business_is_hardly_a_bad_thing._Perhaps_the_skills_you_learned_will_do_you_well_in_the_new_world_you_find_yourself_in.
qstr_As_a_{reg3?girl:boy} As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_rode_the_great_steppes_on_a_horse_of_your_own,_learning_the_ways_of_the_grass_and_the_desert._Although_you_sometimes_went_hungry,_you_became_a_skillful_hunter_and_pathfinder_in_this_trackless_country._Your_body_too_started_to_harden_with_muscle_as_you_grew_into_the_life_of_a_nomad_{reg3?woman:man}.
qstr_You_were_drawn_to_th You_were_drawn_to_the_human_body,_and_how_it_functioned._Perhaps_a_family_member_got_sick,_and_you_vowed_to_help_others_through_the_same._Perhaps_you_liked_giving_people_hope_and_treating_them._Maybe_you_just_liked_cutting_things_apart._Either_way,_in_college,_you_went_into_the_fields_of_medicine.
qstr_Perhaps_you_live_som Perhaps_you_live_somewhere_where_grand_architecture_spirals_up_into_the_sky,_or_where_imposing_walls_surrounded_you._Or_a_small_village,_with_beautiful_and_ancientchurches,_was_where_your_interest_in_buildings_came._It_doesn’t_matter,_because_you_loved_buildings,and_learned_to_raise_them_up_in_university._Perhaps_now,_you_shall_use_that_to_tear_them_down._
qstr_Philology_the_study_ Philology,_the_study_of_languages_and_how_they_compare,_is_extremely_important_to_the_diplomacy_of_Europe,_where_besides_Latin,_language_like_English,_Russian,_French,_and_so_forth_mustbe_mastered._Studying_this_in_university_gave_you_a_keen_tongue_and_learned_how_to_speak_and_communicate_withthe_high_lords_and_common_folk_across_the_many_realms_of_Europe.
qstr_{reg3?daughter:man} {reg3?daughter:man}
qstr_{reg3?woman:man} {reg3?woman:man}
qstr_You_decided_to_lead_ You_decided_to_lead_a_bohemian_life,_travelling_from_place_to_place_playing_music._This_has_put_you_in_touch_with_the_common_people,_and_most_of_your_interactions_with_higher_society_consisted_of_a_tip_of_the_hat_when_they_tossed_a_coin_into_your_cup._But_still,_you_have_learned_how_to_advertise_yourself,_how_to_speak_to_a_crowd,_and_how_to_entertain._All_very_useful_skills,_indeed.
qstr_You’re_a_businessp You’re_a_businessperson,_someone_who_has_capital_and_funds_enough_to_make_more___capital._Perhaps_you_rose_from_the_working_class,_or_perhaps_you_started_with_a_small_loan_from_your_family.___Either_way,_you’re_well-off_and_can_definitely_get_a_foot_in_wherever_you_go_now.
qstr_You_fell_into_crimin You_fell_into_criminal_life,_and_never_really_got_out._The_police_know_who_you_are____in_some_places,_and_in_others_they_leer_as_if_they_should_know_you._No_matter,_of_course,_since_between_arrests___and_brief_jail_times,_you’ve_learned_how_to_survive_outside_the_law.
qstr_You_went_to_the_Amer You_went_to_the_Americas_to_seek_a_new_life,_perhaps_to_escape_persecution___in_Europe,_perhaps_to_make_a_new_life_free_from_debts._Whatever_your_reasons,_you_took_the_journey___across_to_the_Atlantic._And_now,_for_whatever_reason,_you_have_returned_to_Europe.
qstr_You_fought_in_the_Cr You_fought_in_the_Crimea,_either_with_or_against_Russia,_and_your___experiences_in_that_war_were_invaluable_and_horrific._You_saw_men_die,_you_saw_foolish_cavalry___charges,_you_saw_the_awesome_power_of_cannons._As_you_returned_home,_weary_and_war-shocked,_you_knew_you_would_never_be_the_same.
qstr_Only_you_know_exactl Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._Still,_it_was_not_a_difficult_choice_to_leave,_with_the_rage_burning_brightly_in_your_heart._You_want_vengeance._You_want_justice._What_was_done_to_you_cannot_be_undone,_and_these_debts_can_only_be_paid_in_blood...
qstr_Only_you_know_exactly Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._All_you_can_say_is_that_you_couldn't_bear_to_stay,_not_with_the_memories_of_those_you_loved_so_close_and_so_painful._Perhaps_your_new_life_will_let_you_forget,_or_honour_the_name_that_you_can_no_longer_bear_to_speak...
qstr_Only_you_know_exactly_ Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._You're_not_even_sure_when_your_home_became_a_prison,_when_the_familiar_became_mundane,_but_your_dreams_of_wandering_have_taken_over_your_life._Whether_you_yearn_for_some_faraway_place_or_merely_for_the_open_road_and_the_freedom_to_travel,_you_could_no_longer_bear_to_stay_in_the_same_place._You_simply_went_and_never_looked_back...
qstr_Only_you_know_exactly_w Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._However,_you_know_you_cannot_go_back._There's_nothing_to_go_back_to._Whatever_home_you_may_have_had_is_gone_now,_and_you_must_face_the_fact_that_you're_out_in_the_wide_wide_world._Alone_to_sink_or_swim...
qstr_Only_you_know_exactly_wh Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._To_everyone_else,_it's_clear_that_you're_now_motivated_solely_by_personal_gain._You_want_to_be_rich,_powerful,_respected,_feared._You_want_to_be_the_one_whom_others_hurry_to_obey._You_want_people_to_know_your_name,_and_tremble_whenever_it_is_spoken._You_want_everything,_and_you_won't_let_anyone_stop_you_from_having_it...
qstr_Back_to_the_beginnin Back_to_the_beginning...
qstr_View_next_segment... View_next_segment...
qstr_{!}__ {!}_-
qstr_{!}_+ {!}_+
qstr_^No_food:___{reg7} ^No_food:__-{reg7}
qstr_^Wage_debt:___{reg6} ^Wage_debt:__-{reg6}
qstr_{!}{s1}^{s4}:_{reg4} {!}{s1}^{s4}:_{reg4}
qstr_{!}DEBUG____{s1}^NPC {!}DEBUG_--_{s1}^NPC_in_rejoin_queue:_{s5}^
qstr_On_loan On_loan,
qstr_{!}DEBUG:_{s4}_curre {!}DEBUG:_{s4}_current_mission:_{reg2},_days_on_mission:_{reg3},_prisoner:_{reg4},_pphistory:_{reg5}
qstr_Appoint_next_marshal Appoint_next_marshal
qstr_Award_{s12}_as_fief Award_{s12}_as_fief
qstr_{!}Error__{reg3}_ {!}Error_({reg3})
qstr_{!}{s10}^Faction_pol {!}{s10}^Faction_political_issue:_{s11}
qstr_{!}{s10}__on_agenda_ {!}{s10}_(on_agenda_{reg4}_hours)
qstr_{!}Defending {!}Defending
qstr_{!}Gathering_army {!}Gathering_army
qstr_{!}Besieging_{s11} {!}Besieging_{s11}
qstr_{!}Raiding_{s11} {!}Raiding_{s11}
qstr_{!}Attacking_enemies {!}Attacking_enemies_around_{s11}
qstr_No_one No_one
qstr_{!}{s12}__controvers {!}{s12}_(controversy:_{reg21})
qstr_{!}{s12}^Screening_p {!}{s12}^Screening_party:_{s38}
qstr_Selected_faction_is: Selected_faction_is:_{s10}^^{s9}
qstr_You_are_currently_re You_are_currently_reading_{s8}.
qstr_You_are_not_reading_ You_are_not_reading_any_books.
qstr_none none
qstr_{s5}_and_{s6} {s5}_and_{s6}
qstr_{!}{s5}_{s6} {!}{s5},_{s6}
qstr_Your_estates_are:_{s Your_estates_are:_{s8}.^{s9}
qstr_Current_party_size_l Current_party_size_limit_is_{reg5}.^Current_party_size_modifiers_are:^^Base_size:__+30^Leadership:_{s2}{reg1}^Charisma:_{s3}{reg2}^Renown:_{s4}{reg3}^TOTAL:__{reg5}
qstr_Loyal Loyal
qstr_Devoted Devoted
qstr_Fond Fond
qstr_Gracious Gracious
qstr_Friendly Friendly
qstr_Supportive Supportive
qstr_Favorable Favorable
qstr_Cooperative Cooperative
qstr_Accepting Accepting
qstr_Indifferent Indifferent
qstr_Suspicious Suspicious
qstr_Grumbling Grumbling
qstr_Hostile Hostile
qstr_Resentful Resentful
qstr_Angry Angry
qstr_Hateful Hateful
qstr_Revengeful Revengeful
qstr_Vengeful Vengeful
qstr_{!}{s2}^{s4}:_{reg1} {!}{s2}^{s4}:_{reg1}_({s3})
qstr_Your_relation_with_t Your_relation_with_the_factions_are:^{s2}
qstr_Player_renown_is_inc Player_renown_is_increased_by_100._
qstr_Player_honor_is_incr Player_honor_is_increased_by_1_and_it_is_now_{reg7}.
qstr_north_region north_region
qstr_middle_region middle_region
qstr_south_region south_region
qstr_Ironsight_mode_disab Ironsight_mode_disabled.
qstr_Ironsight_mode_enabl Ironsight_mode_enabled.
qstr_{reg1}_{s1}_{reg2?ac {reg1}_{s1}_{reg2?accept:accepts}_the_offer.
qstr_No_one_accepts_the_o No_one_accepts_the_offer.
qstr_You_start_reading_{s You_start_reading_{s2}._After_a_few_pages,_you_feel_you_could_learn_a_lot_from_this_book._You_decide_to_keep_it_close_by_and_read_whenever_you_have_the_time.
qstr_You_flip_through_the You_flip_through_the_pages_of_{s2},_but_you_find_the_text_confusing_and_difficult_to_follow._Try_as_you_might,_it_soon_gives_you_a_headache,_and_you're_forced_to_give_up_the_attempt.
qstr_Villagers Villagers
qstr_You_have_encountered You_have_encountered_{s1}.
qstr_You_have_engaged_{s1 You_have_engaged_{s1}_while_they_were_raiding_{s3}.
qstr_You_were_caught_by_{ You_were_caught_by_{s1}_while_your_forces_were_raiding_{s3}.
qstr_You_were_victorious! You_were_victorious!
qstr_Battle_was_lost._You Battle_was_lost._Your_forces_were_utterly_crushed.
qstr_Your_companions_carr Your_companions_carry_you_away_from_the_fighting.
qstr_You_have_defeated_th You_have_defeated_the_enemy.
qstr_You_have_retreated_f You_have_retreated_from_the_fight.
qstr_^^Ally_Casualties:{s ^^Ally_Casualties:{s0}
qstr_{!}{s4}_skipped_in_p {!}{s4}_skipped_in_p_total_enemy_casualties_capture_queue_because_is_friendly
qstr_{s1}_of_{s3}_managed {s1}_of_{s3}_managed_to_escape.
qstr_{!}{s17} {!}{s17}
qstr_{!}Victory_comment._ {!}Victory_comment._Player_was_alone
qstr_{!}Ordinary_victory_ {!}Ordinary_victory_comment._The_player_provided_at_least_40_percent_forces.
qstr_{!}Player_participat {!}Player_participation_comment._The_enemy_had_at_least_1k_starting_strength.
qstr_{!}No_victory_commen {!}No_victory_comment._The_battle_was_small,_and_the_player_provided_less_than_40_percent_of_allied_strength
qstr_Some_of_your_tendons Some_of_your_tendons_have_been_damaged_in_the_battle._You_lose_1_strength.
qstr_You_took_a_nasty_wou You_took_a_nasty_wound_which_will_cause_you_to_limp_slightly_even_after_it_heals._You_lose_1_agility.
qstr_You_have_trouble_thi You_have_trouble_thinking_straight_after_the_battle,_perhaps_from_a_particularly_hard_hit_to_your_head,_and_frequent_headaches_now_plague_your_existence._Your_intelligence_is_reduced_by_1.
qstr_Perhaps_I_m_getting_ Perhaps_I'm_getting_unlucky...
qstr_Retirement_is_starti Retirement_is_starting_to_sound_better_and_better.
qstr_No_matter!_I_will_pe No_matter!_I_will_persevere!
qstr_What_did_I_do_to_des What_did_I_do_to_deserve_this?
qstr_I_suppose_it_ll_make I_suppose_it'll_make_for_a_good_story,_at_least...
qstr_{s9}_wants_you_to_fo {s9}_wants_you_to_follow_his_army_until_further_notice.
qstr_The_local_road_netwo The_local_road_network_connects_{s2}_to_the_cities_of_{s60},_{s61}_and_{s62}._This_region_has_access_to_the_sea.
qstr_The_local_road_networ The_local_road_network_connects_{s2}_to_the_cities_of_{s60},_{s61}_and_{s62}.
qstr_{s8}_of_{s9} {s8}_of_{s9}
qstr__Your_nation_flag_fl _Your_nation_flag_flies_over_the_fort_gate.
qstr__You_see_the_banner_ _You_see_the_banner_of_{s7}_over_the_fort_gate.
qstr__Your_own_banner_fli _Your_own_banner_flies_over_the_town_gates.
qstr__You_see_the_banner_o _You_see_the_banner_of_{s7}_over_the_town_gates.
qstr_Cannot_besiege:_too_ Cannot_besiege:_too_far_from_any_center_of_your_faction_(closest_centers_to_this_{reg6?town:castle}_are_{s60},_{s61}_and_{s62})_and_can't_be_besieged_from_the_sea.
qstr_The_{reg6?town_s:cas The_{reg6?town's:castle's}_food_stores_should_last_for_{reg3}_more_days.
qstr_The_{reg6?town_s:cast The_{reg6?town's:castle's}_food_stores_have_run_out_and_the_defenders_are_starving.
qstr_You_re_preparing_to_ You're_preparing_to_attack_the_walls,_the_work_should_finish_in_{reg9}_hours.
qstr_Your_forces_are_buil Your_forces_are_building_a_siege_tower._They_estimate_another_{reg9}_hours_to_complete_the_build.
qstr_You_are_ready_to_att You_are_ready_to_attack_the_walls_at_any_time.
qstr_The_siege_tower_is_b The_siege_tower_is_built_and_ready_to_make_an_assault.
qstr_As_a_last_defensive_ As_a_last_defensive_effort,_you_retreat_to_the_main_hall_of_the_keep._You_and_your_remaining_soldiers_will_put_up_a_desperate_fight_here._If_you_are_defeated,_there's_no_other_place_to_fall_back_to.
qstr_You_ve_been_driven_a You've_been_driven_away_from_the_walls._Now_the_attackers_are_pouring_into_the_streets._IF_you_can_defeat_them,_you_can_perhaps_turn_the_tide_and_save_the_day.
qstr_You_ve_breached_the_ You've_breached_the_town_walls,_but_the_stubborn_defenders_continue_to_resist_you_in_the_streets!_You'll_have_to_deal_with_them_before_you_can_attack_the_keep_at_the_heart_of_the_town.
qstr_The_town_is_yours_bu The_town_is_yours,_but_the_remaining_defenders_have_retreated_to_the_castle._It_must_fall_before_you_can_complete_your_victory.
qstr_The_remaining_defend The_remaining_defenders_have_retreated_to_the_castle_as_a_last_defense._You_must_go_in_and_crush_any_remaining_resistance.
qstr_However_since_you_ar However,_since_you_are_not_a_sworn_{man/follower}_of_{s9},_there_is_no_chance_he_would_recognize_you_as_the_{lord/lady}_of_this_{reg8?town:castle}.
qstr_The_enemy_has_been_f The_enemy_has_been_forced_to_retreat._The_assault_is_over,_but_the_siege_continues.
qstr_As_you_approach_you_ As_you_approach,_you_are_spotted_by_the_castle_guards,_who_welcome_you_and_open_the_gates_for_their_{king/queen}.
qstr_As_you_approach_you_a As_you_approach,_you_are_spotted_by_the_castle_guards,_who_welcome_you_and_open_the_gates_for_their_{lord/lady}.
qstr_{!}Prosperity:_{reg4 {!}Prosperity:_{reg4}
qstr__This_village_and_th _This_village_and_the_surrounding_lands_belong_to_you.
