dlga_start:spouse_talk|Igen, férjuram?
dlga_spouse_talk:minister_issues|Minthogy te vagy kancellárom, államügyekről óhajtok veled beszélni.
dlga_spouse_talk:spouse_cancel_political_quest|Hagyjuk ezt a tervünket: {s10}.
dlga_spouse_cancel_political_quest:spouse_cancel_political_quest_confirm|Biztos vagy benne, hogy szeretnél lemondani arról a tervről?
dlga_spouse_cancel_political_quest_confirm:spouse_pretalk|Igen, biztos vagyok. Hagyjuk azt a tervet.
dlga_spouse_cancel_political_quest_confirm:spouse_pretalk.1|Tulajdonképpen nem is.
dlga_spouse_talk:combined_political_quests|Gondoljuk ki, hogyan javíthatnánk helyzetünkön e birodalomban.
dlga_spouse_talk:spouse_organize_feast|Arra gondoltam, hogy esetleg tarthatnánk egy lakomát.
dlga_spouse_talk:spouse_household_possessions|Vegyük számba háztartásunk eszközeit
dlga_spouse_household_possessions:spouse_pretalk|Ami azt illeti, ez éléskamránk tartalma.
dlga_spouse_talk:close_window|Később beszéljünk, {asszonyom/férjuram}.
dlga_wedding_ceremony_bride_vow:wedding_ceremony_player_vow|Ezennel fogadom, hogy feleséged leszek, melletted állok jó és rossz időkben egyaránt. Az ég legyen kegyes hozzánk és adjon nékünk gyermekáldást, jószágot és földet. 
dlga_wedding_ceremony_player_vow:wedding_ceremony_vows_complete|Ugyanerre esküszöm. Legyünk férj és feleség.
dlga_wedding_ceremony_player_vow:close_window|Várj, álljunk meg... Erre még nem állok készen.
dlga_wedding_ceremony_vows_complete:close_window|Te és {s3} ezennel férj és feleség vagytok. Most menj a számodra előkészített lakosztályba, és elintézzük, hogy feleséged is kövessen {s11} kastélyodba.
dlga_spouse_pretalk:spouse_talk|Van még valami, {férjuram/asszonyom}?
dlga_spouse_organize_feast:spouse_pretalk|Kiváló ötlet, {férjuram/asszony}. Mindenesetre várjuk meg a mostani ünnepség végét, mielőtt újat szervezünk.
dlga_spouse_organize_feast:spouse_pretalk.1|Kiváló ötlet, {férjuram/asszony}. Habár az fontos, hogy előbb udvart kell létrehoznunk, mielőtt ünnepséget tudunk összehívni.
dlga_spouse_organize_feast:spouse_pretalk.2|Kiváló ötlet, {férjuram/asszonyom}! Ugyanakkor nemrég volt ünnepség a birodalomban. Talán várnunk kellene még {reg3} napot egy másik megrendezéséig.
dlga_spouse_organize_feast:spouse_evaluate_larder_for_feast|Pompás ötlet, {férjuram/nejem}. Mindenesetre, hogy ne sértsük meg vendégeinket, kiadós és változatos étkeket kell biztosítanunk a főurak, családjaik és kíséretük számára. Mindent összevetve, fel kell készülnünk, hogy napokon át kell betömnünk néhány száz éhes szájat.
dlga_spouse_evaluate_larder_for_feast:spouse_feast_confirm|{s9}
dlga_spouse_feast_confirm:spouse_feast_added_items|Hadd adjak még pár cikket raktárainkba
dlga_spouse_feast_added_items:spouse_evaluate_larder_for_feast|Rendben, hadd becsüljem fel ismét, mi áll rendelkezésre...
dlga_spouse_feast_confirm:spouse_feast_confirm_yes|Küldjük ki a meghívókat
dlga_spouse_feast_confirm:spouse_pretalk|Akkor várjunk
dlga_spouse_feast_confirm_yes:spouse_pretalk|Ez esetben megüzenem, hogy lakodalmat ülünk, amint a birodalom helyzete megengedi. Addig folytatnod kellene éléskamránk feltöltését, hogy igazoljuk vendégszeretetünk hírét.
dlga_spouse_feast_confirm_yes:spouse_pretalk.1|Rendben. Kezdődjön azonnal az ünnepség {reg?itt} az udvarunkban: {s9}. Talán egy kissé fel kell töltenünk majd a kamránkat, ha szeretnénk jó vendéglátást nyújtani. Bejelentheted az ünnepség végét bármikor, például egy hadjárat elindításával, vagy egyszerűen azzal, hogy megmondod alattvalóidnak: térjenek vissza otthonaikba.
dlga_start:close_window.13|Mily csodálatos... rövid időn belül házasok leszünk! Mindenesetre azt le kell szögeznem, hogy az elkövetkező néhány napban nem illendő sokat beszélnünk egymással.
dlga_start:close_window.14|Ö, {playername}, lehet, hogy számodra szokatlanok esküvői szokásaink, de reméltem, hogy valaki beszél neked erről... talán {s11} {s4} majd felvilágosít...
dlga_start:close_window.15|Nem tudom hol tartózkodik {s11}{s10}, akinek a hagyomány szerint esküvőnket kellene levezetnie. Talán várjunk, míg meg nem találják...
dlga_start:close_window.16|A nagytiszteletű {s12} beleegyezett, hogy hazatérjünk családjainkhoz. Rövidesen távozunk.
dlga_start:kingdom_lady_captive|Oly magányos vagyok! Mennyire hiányzik a családom!
dlga_start:kingdom_lady_captive.1|Durvaságra vall, {uram/asszonyom}, hogy így tartasz egy hölgyet..
dlga_start:kingdom_lady_captive.2|Különös. Alkalmanként olyan kedves vagy velem, és mégis itt tartasz akaratom ellenére.
dlga_start:kingdom_lady_captive.3|Miért nem fizette ki a váltságdíjat családom? Lehet, hogy fogolyként tartasz itt, de olybá tűnik, mégis jobban törődsz velem, mint ők.
dlga_lady_stranded_next:close_window|Üdvözöllek, {uram/úrnőm}. A háború hullámai ide vetettek ebbe az erődbe, de remélhetőleg nemsokára távozom. 
dlga_start:lady_talk_refugee|{playername}, mint tisztességes {úr/hölgy}, feltételezem, biztosítod a jogot, hogy a hozzánk hasonló nemes hölgyek váltságdíj fizetése nélkül visszatérhessenek családjaikhoz.
dlga_start:close_window.17|Rövidesen útra kelünk{s5}. Jó tudni, hogy vannak emberek e világon, akik megőrizték tisztességüket.
dlga_lady_talk_refugee:close_window|Természetesen, hölgyem.
dlga_lady_talk_refugee:lady_captive_talk|Feltételezésed téves, hölgyem!
dlga_lady_captive_talk:lady_captive_confirm|Tessék?! Miféle arcátlanság ez?
dlga_lady_captive_confirm:close_window|Elnézésedet kérem, minden bizonnyal félreértettél. Természetesen távozhatsz.
dlga_lady_captive_confirm:close_window.1|Lépj kapcsolatba családoddal, hogy egyeztessünk a váltságdíjjal kapcsolatban, hölgyem.
dlga_kingdom_lady_captive:close_window|Ez esetben írj a családodnak és kérd meg őket, hogy siessenek a váltságdíjjal!
dlga_kingdom_lady_captive:close_window.1|Meggondoltam magam, szabadon távozhatsz.
dlga_start:close_window.18|Nos, {playername}, párviadalra keltél {s10} ellen és veszítettél. Szokásaink és hagyományaink szerint, tovább nem tarthatlak itt. Isten veled, {playername}!
dlga_start:lady_duel_lost|Á, {playername}, értesültem {s10} ellen vívott párbajodról. Azt kívánom, bárcsak sose keltél volna vele birokra, mert a tisztesség és a hagyomány azt parancsolja, hogy mivel veszítettél, fel kell bontanunk eljegyzésünket. Isten veled, {playername}!
dlga_lady_duel_lost:close_window|Legyen, hát, tegyük, amit a szokásjog megkíván... Isten veled, úrnőm!
dlga_lady_duel_lost:lady_duel_lost_flaunt_conventions|Hagyjuk a tisztességet és a hagyományt!
dlga_lady_duel_lost_flaunt_conventions:close_window|Ó, {playername}. Bár az emberek megszólnak majd érte, összetörné szívemet, ha nem láthatnálak többé. Vegyük semmibe e buta, kegyetlen hagyományt!
dlga_lady_duel_lost_flaunt_conventions:close_window.1|Nem, {playername}, nem tehetem meg, hogy tönkreteszem jó híremet és te sem.
dlga_start:lady_start|Ó, {playername}, értesültem róla, hogy megnyerted {s10} ellen vívott párbajodat. Hálás vagyok, hogy megszabadítottál attól a férfitól.
dlga_start:lady_start.1|Nos, {playername}, megnyerted {s10} elleni párbajodat. Tisztán látszik, hogy nem volt méltó a rajongásomra.
dlga_lady_duel_rep_1:lady_start|Nos, {playername}, megnyerted {s10} elleni párbajodat. Micsoda ostobaság volt tőlem, hogy férfiakat akartam harcoltatni a kegyeimért... De azt hiszem, azért elég romantikus volt...
dlga_lady_duel_rep_2:lady_start|Nos, {playername}, megnyerted {s10} elleni párbajodat. A tisztesség azt követeli, hogy többé ne találkozzak vele... Tudod, szerettem őt. Nem tettél kedvemre azzal, hogy megvívtál vele, uram.
dlga_start:lady_qst_duel_for_lady_succeeded_1|Kedves {playername}, mily örömteli látnom magát! Úgy hallom, az a hitvány {s13} alapos leckét kapott öntől. Remélem, soha nem felejti el ezt a megaláztatást. Jutalmam van az ön számára, de félek, ez túl kevés lesz ahhoz képest, amit ön tett értem.
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2|Oh, megteszi.
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2.1|Ez még sok is!
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2.2|Kérem, nincs szükség a jutalomra!
dlga_lady_qst_duel_for_lady_succeeded_2:lady_pretalk|{s10}
dlga_start:lady_qst_duel_for_lady_failed|Úgy hallottam, {playername}, {s13} vádjai miatt elégtételt akart venni rajta ártatlanságom bizonyítására. Nemes gesztus volt, köszönöm a fáradozását.
dlga_lady_qst_duel_for_lady_failed:lady_qst_duel_for_lady_failed_2|Kérem, bocsássa meg, hogy elbuktam, {s65}.
dlga_lady_qst_duel_for_lady_failed_2:lady_pretalk|Nem számít, kedves {playername}. Megpróbálta. Az igazságot nem lehet egy kard hegyével bebizonyítani, de ön kész volt életét adni a becsületemért. Már ez önmagában sokakat meggyőz majd ártatlanságomról.
dlga_start:lady_escort_lady_succeeded|Köszönöm, hogy elkísért ide, {playername}. Kérem, fogadja el ezt az ajándékot hálám jeléül. Remélem, valamikor a jövőben még látjuk egymást.
dlga_lady_escort_lady_succeeded:close_window|Megtiszteltetés volt a szolgálatára lenni, {s65}.
dlga_start:lady_start.2|Á, {playername}, bizonyosan megkaptad üzenetemet. Annyira örülök, hogy el tudtál jönni!
dlga_start:lady_proposal_pending|{playername} , hoztál valami hírt családomról?
dlga_start:lady_betrothed|Úgy értesültem, {s11} elutasította leánykérésedet. Ez azt jelenti, hogy el kell válnunk?
dlga_start:lady_generic_mission_succeeded|Ó, {playername}, visszahoztad őt nekem! Annyira hálás vagyok, hogy megmentetted őt. Kérlek fogadd el ezt fizetségül nemes tettedért.
dlga_start:rescue_prisoner_succeed_1|Ó, {playername}, hát visszahoztad őt nekem! Hálám örökké tiéd ezért a szivességért. Kérlek, fogadd el ezt fizetségként nemes tettedért.
dlga_rescue_prisoner_succeed_1:lady_pretalk|Mindig megtiszteltetés szolgálni, {s65}.
dlga_start:lady_meet_end|Ön biztosan {playername}. Alkalmunk nyílt és megtiszteltetés volt számunkra látni, amint kitüntette magát a minapi tornán{s8}
dlga_start:lady_meet_end.1|Ön biztosan {playername}. (s16} a legjobbakat mondta önről. El vagyok ragadtatva, hogy megismerhetem.
dlga_start:lady_premeet|Nem tűnik ismerősnek nekem.
dlga_start:close_window.19|Á, {playername}. Mily öröm téged újra látni. Akárhogyan is, úgy hiszem, rám most máshol van szükség.
dlga_start:lady_start.3|{playername}, mily öröm téged látni. (Suttog:) Nagy becsben tartom korábbi látogatásaid emlékét is. 
dlga_start:lady_meet_end.2|Á, {playername}. Milyen pompás volt látni, ahogy kitüntetted magad a minapi tornán.
dlga_start:lady_start.4|{s12}
dlga_lady_start:lady_betrothed|Rossz hírem van. {s5} eljegyzett engem, azt kell mondjam, akaratom ellenére! Ó, {playername}, bár inkább hozzád mehetnék nőül!
dlga_lady_start:lady_betrothed.1|Jól van, {playername}, {s5} eljegyzett engem. Többé nem fordulhat elő, hogy így találkozzunk.
dlga_lady_start:lady_other_suitor|El kell mondanom, van egy másik főúr, aki kitüntet figyelmével, bár én magam nem szívlelem. Attól tartok tervei vannak velem, és akaratom ellenére nőül akar venni.
dlga_lady_start:lady_talk|{s11}Most valószínűleg nem bocsátkozhatunk túl hosszan beszélgetésbe, de remélem, hamarosan újra láthatlak.
dlga_lady_start:lady_talk.1|{s11}
dlga_lady_start:lady_talk.2|Azt terveztem, visszavonulok egy időre, de talán később lesz lehetőségünk hosszabban társalogni...
dlga_lady_start:lady_talk.3|Oly nagyszerű, hogy esélyünk nyílik együtt tölteni némi időt… {s12}
dlga_lady_start:lady_talk.4|Mi szél hozott ma erre?
dlga_lady_proposal_pending:close_window|Nincs mit mondanom...
dlga_lady_proposal_pending:lady_proposal_pending_end|Meggondolva, nem jött még el az idő, hogy összeházasodjunk
dlga_lady_proposal_pending_end:close_window|{s11}
dlga_lady_betrothed:lady_suggest_elope|Soha! Szökjünk meg együtt!
dlga_lady_betrothed:lady_pretalk|Talán még rá tudnám beszélni, hogy {s11} változtassa meg álláspontját.
dlga_lady_betrothed:lady_conclude_relationship|Ám legyen, váljunk hát el
dlga_lady_suggest_elope:lady_conclude_relationship|Jól van, {playername}, te jó és melegszívű férfi vagy, ám egy hölgy nem szegülhet szembe családjával. Ilyesmit nem tehetünk!
dlga_lady_suggest_elope:lady_other_suitor|Uram, amint azt nyilván te is tudod, több hozzád hasonló úriember ajánlatát gondolhattam át, és még nem vagyok abban a helyzetben, hogy bármelyikük irányába elkötelezzem magam.  
dlga_lady_suggest_elope:lady_conclude_relationship.1|Á, {playername},meg kell értened. Te még helyedet keresed a világban. Nagyon vonzódom hozzád, {playername}, ám nem tehetem ki magam a bizonytalanságnak. 
dlga_lady_suggest_elope:lady_conclude_relationship.2|Á, {playername}, bár kedves vagy hozzám, nincs akkora bizodalmam erkölcseidben, hogy ilyet megkockáztassak. Bár férjemhez kevéssé vonzódom, súlyos hiba lenne szembefordulni családom akaratával és abban sem bízom annyira, hogy te megtennéd ezt a lépést.
dlga_lady_suggest_elope:lady_conclude_relationship.3|Jó {playername}. A szökés azt jelentené, hogy eldobom családomhoz fűződő kötelékeim, tehát mindent,a mim van! Határozottan vonzódom hozzád, de nem vagyok biztos abban, hogy ezt kész lennék megkockáztatni
dlga_lady_suggest_elope:lady_conclude_relationship.4|Jó {playername}. Én nem szoktam hozzá a hadjáratok nehézségeihez oly mértékben, mint te. Szeretnék egy saját otthont. Ha lenne várad, vagy városod és kastélyod, szívesen mennék oda feleségedként és lennék házad úrnője, ám nem kívánok úgy élni, mint üldözött vad.
dlga_lady_suggest_elope:lady_elope_agree|Szökjek meg veled? Igen, megtehetnénk. Nagy döntés lenne megtagadni családomat, ám egy szerelem nélküli házasság és egy nélküled leélt élet sokkal rosszabb lenne annál! De figyelmeztetlek, ez hatalmas csorbát ejtene családom tekintélyén és {s11} mindent meg fog tenni, ami hatalmában áll azért, hogy ezért bosszút álljon rajtad.
dlga_lady_elope_agree:lady_elope_agree_nurse|Fürgén hát! Nincs veszítenivaló időnk.
dlga_lady_elope_agree:close_window|Azt mondod, ami hatalmában áll? Hm... hadd gondoljam át még egyszer...
dlga_lady_elope_agree_nurse:lady_elope_agree_lady_vows|Uraságod... őméltóságod... Szeretnétek, ha tanúja lennék fogadalmatoknak?
dlga_lady_elope_agree_lady_vows:lady_elope_agree_nurse_2|Igen. Részemről a következőket fogadom. Én, {s4}, férjemül fogadom {playername} urat, földünk ősi szokásai és törvényei szerint.
dlga_lady_elope_agree_nurse_2:lady_elope_agree_player_vows|Nagyszerű. És te, {playername}, hasonlóképpen fogadod feleségedül {s4} úrhölgyet?
dlga_lady_elope_agree_player_vows:close_window|Igen. Részemről a következőket fogadom. Én, {s4}, férjemül fogadom {playername} urat, földünk ősi szokásai és törvényei szerint.
dlga_lady_elope_agree_player_vows:close_window.1|Ö, tessék? Olyan gyorsan történik minden...
dlga_lady_elope_agree:lady_conclude_relationship|Ó, valóban? Te szent ég... sosem tudnék így elválasztani egy hölgyet családjától...
dlga_lady_conclude_relationship:lady_conclude_relationship_confirm|Ez esetben feltételezem, együtt töltött időnk végéhez értünk...
dlga_lady_conclude_relationship_confirm:lady_conclude_relationship_confirm_yes|Igen, így kell lennie...
dlga_lady_conclude_relationship_confirm:lady_conclude_relationship_confirm_no|Várj, talán van még esélyünk!
dlga_lady_conclude_relationship_confirm_yes:close_window|Isten veled, {playername}! Látjuk még egymást a birodalom váraiban és udvaraiban, de meg kell tartanunk majd a távolságot. Bármi lesz is, szeretettel emlékezem majd ezekre az időkre.
dlga_lady_conclude_relationship_confirm_no:close_window|Ez esetben meglátjuk, mit hoz majd a jövő.
dlga_lady_generic_mission_succeeded:lady_pretalk|Mindig megtiszteltetés önt szolgálni, {s65}.
dlga_lady_premeet:lady_meet|{playername} vagyok.
dlga_lady_premeet:lady_meet.1|Nevem {playername}. Szolgálatára.
dlga_lady_meet:lady_meet_end|Természetesen. Mily csodálatos, hogy végre megismerhetlek.
dlga_lady_meet:lady_meet_end.1|{playername}? Nem hinném, hogy hallottam volna önről ezelőtt.
dlga_lady_meet_end:lady_talk|Épp készültem visszavonulni egy időre, de talán később lehetőségünk nyílik hosszabb társalgásra is...
dlga_lady_meet_end:lady_talk.1|Most pedig, ha megbocsát...
dlga_lady_meet_end:lady_talk.2|Tudok bármiben segíteni önnek?
dlga_lady_talk:lord_talk_ask_location|Egy bizonyos személy hollétét akarom megtudni.
dlga_lady_pretalk:lady_talk|Most pedig, ha megbocsát...
dlga_lady_pretalk:lady_talk.1|Van valami más is?
dlga_lady_talk:lady_relations|Megtisztel azzal, hogy többet is elárul magáról, hölgyem?
dlga_lady_relations:lady_pretalk|{s12}
dlga_lady_talk:lady_profess_admiration|Úrnőm, egyik legodaadóbb csodálója lennék.
dlga_lady_talk:lady_tournament_dedication_reaction|Úrnőm, a minapi tornán elért sikereimet önnek szeretném ajánlani.
dlga_lady_tournament_dedication_reaction:lady_pretalk|{s9}
dlga_lady_profess_admiration:close_window|{s11}Nagyon szeretném, ha jobban megismerhetnénk egymást.
dlga_lady_profess_admiration:lady_pretalk|Á... Ön túl kedves... Egek, úgy elröppent az idő, nemde? Most már valóban mennem kell.
dlga_lady_talk:lady_recite_poetry|Szereti a költészetet, hölgyem?
dlga_lady_recite_poetry:lady_recite_poetry|Az a költeménytől függ. Verset kíván szavalni?
dlga_lady_recite_poetry:lady_recite_poetry_response|A szél, amely a szomjas puszta porát fújja...
dlga_lady_recite_poetry:lady_recite_poetry_response.1|Veluca minden selyme/Khudan minden szőrméje...
dlga_lady_recite_poetry:lady_recite_poetry_response.2|Te vagy a kezdet és a vég/a kinn és a benn...
dlga_lady_recite_poetry:lady_recite_poetry_response.3|Villanás tépte ketté a werchegi sziklák felet sötétlő eget...
dlga_lady_recite_poetry:lady_recite_poetry_response.4|Kétkedő kérdései fullánkjainak/a legtisztább rajongásból készült páncélom állta útját...
dlga_lady_recite_poetry:lady_pretalk|Ami azt illeti, nem jut eszembe olyan, amit idézhetnék...
dlga_lady_recite_poetry_response:lady_private_conversation_end|{s11}
dlga_lady_private_conversation_end:lady_pretalk|Az idő oly gyorsan tovaszáll, nem időzhetünk itt túl soká.
dlga_lady_talk:lady_marriage_discussion|Gondolja, hogy lehet közös jövőnk, hölgyem?
dlga_lady_marriage_discussion:lady_other_suitor|Uram, amint azt nyilván ön is tudja, több önhöz hasonló úriember ajánlatát gondolhatom át, és még nem vagyok abban a helyzetben, hogy bármelyikük irányába elkötelezzem magam.
dlga_lady_marriage_discussion:lady_proposal_refused|Jó érzés tudni, hogy komoly szándékai vannak a jövőt illetően. Ugyanakkor, szeretném, ha magasabbra emelkedne a társadalmi ranglétrán, mielőtt önhöz kötném életem.
dlga_lady_marriage_discussion:lady_proposal_refused.1|Jó érzés tudni, hogy szándékai tisztességesek, azonban én csak a legszilárdabb erkölcsű férfinak fogadok hűséget és szeretném, ha e tekintetben még bizonyítana.
dlga_lady_marriage_discussion:lady_proposal_refused.2|Uram, megnyugtató azt hallani, hogy irányomban táplált szándékai tisztességesek, de talán adnunk kellene egy kis időt magunknak, hogy megismerhessük egymást, mielőtt ilyen döntéseket hoznánk.
dlga_lady_marriage_discussion:lady_betrothed|Ó, {playername}, ez nagyon boldoggá tenne! Ám {s4} sosem járulna hozzá ehhez... Talán legjobb lesz, ha elválnak útjaink...
dlga_lady_marriage_discussion:close_window|Ó, {playername}, ez nagyon boldoggá tenne! Menjen, kérje {s4} engedélyét!
dlga_lady_proposal_refused:lady_proposal_refused_persuade_check|Talán meggyőzhetlek, hogy ne gondolkodjunk tovább...
dlga_lady_proposal_refused_persuade_check:lady_proposal_refused_persuade_player_response|Mit szeretnél mondani?
dlga_lady_proposal_refused_persuade_player_response:lady_proposal_refused_persuade_result|A szerelem akár a rózsa, hölgyem. Ha nem szakajtják le, elhervad.
dlga_lady_proposal_refused_persuade_player_response:lady_pretalk|Oh, hagyjuk.
dlga_lady_proposal_refused_persuade_result:close_window|Elég, uram! Nem megyek férjhez ily hirtelen, sem hozzád, sem máshoz! Nagyon felbosszantottál! Kérlek, hagyj magamra egy kicsit. Majd tudatom, ha ismét készen állok a veled való beszélgetésre.
dlga_lady_proposal_refused_persuade_result:lady_betrothed|Ó, {playername}! Sosem engedhetem, hogy ez történjen! Bárcsak összeházasodhatnánk! De {s14} sosem engedné... Talán az lenne a legbölcsebb, ha most elválnánk...
dlga_lady_proposal_refused_persuade_result:close_window.1|Ó, {playername}! Sosem engedhetem, hogy ez történjen! Menj gyorsan, kérd {s14} áldását a frigyünkre!
dlga_lady_proposal_refused:close_window|Rendben hát, ez esetben igyekszem bizonyítani, hogy méltó vagyok megbecsülésedre!
dlga_lady_proposal_refused:lady_player_threatens_compel|Belefáradtam az ilyen játszmákba! Beszélni fogok a családjával, hogy rögvest szervezzék meg az esküvőt.
dlga_lady_player_threatens_compel:lady_player_threatens_compel_2|Tessék? Ezt komolyan mondja?
dlga_lady_player_threatens_compel_2:lady_private_conversation_end|Nem, természetesen nem. Kérem, bocsássa meg, hogy elragadott a hév.
dlga_lady_player_threatens_compel_2:close_window|Igen, nyilvánvalóan nem tudja, mi szolgálja legjobban érdekét.
dlga_lady_other_suitor:lady_pretalk|Szívszorító ezt hallanom, hölgyem, de van, hogy így kell lennie
dlga_lady_other_suitor:lady_other_suitor_challenge|Ki az a semmirekellő! Mondják meg a nevét!
dlga_lady_other_suitor:lady_player_threatens_compel|Belefáradtam az ilyen játszmákba! Követelem, hogy a családja kötelezze önt, hogy jöjjön hozzám.
dlga_lady_other_suitor_challenge:lady_pretalk|Roppant hálás lennék. De amennyire én tudom, már így is van egy párbaja. Őt nem köti a becsület, hogy megvívjon önnel, ha már másik párbajban is részt vesz. Kérem, mielőbb zárja le ügyét, hogy megszabadíthasson e férfitól!
dlga_lady_other_suitor_challenge:lady_pretalk.1|Á! csak mondja. De amennyire tudom, már így is részt vesz egy párbajban. Fejezze be az elsőt, mielőtt belekezdene a másikba! Sóhajt... Maguk férfiak oly bolondok néha...
dlga_lady_other_suitor_challenge:lady_other_suitor_challenge_confirm|{s5}. Kérem, szabadítson meg attól a férfitól.
dlga_lady_other_suitor_challenge:lady_other_suitor_challenge_confirm.1|Most? Ez érdekes lesz. Rendben. Az ellenfele {s5}.  Lássuk melyikük bátrabb.
dlga_lady_other_suitor_challenge:lady_other_suitor_challenge_confirm.2|Ó, pfuj! Bár kívánhatnám, hogy ez ne becsületbeli ügy legyen, így visszautasíthatnám a felhívást. De sajnos köteles vagyok tájékoztatni, hogy ellenfele {s5}. Bár ne áldott volna meg az ég ilyen külsővel, akkor nem gerjesztenék ily szenvedélyeket a férfiakban!
dlga_lady_other_suitor_challenge:lady_other_suitor_challenge_confirm.3|Nem tűröm az ilyen beszédet! Semmi értelme, hogy ön és {s5} párbajozzanak... hopsz! Könyörgöm, uram, felejtse el a nevet, amely az imént hagyta el ajkaimat!
dlga_lady_other_suitor_challenge_confirm:lady_other_suitor_challenge_confirm_yes|Ám legyen! Kihívom őt egy párviadalra!
dlga_lady_other_suitor_challenge_confirm:lady_other_suitor_challenge_confirm_no|Jobban meggondolva, túlságosan magával ragadott a hév. Ne törődjön vele.
dlga_lady_other_suitor_challenge_confirm_yes:lady_pretalk|{s15}
dlga_lady_other_suitor_challenge_confirm_no:lady_private_conversation_end|Rendben. Bölcs az, ki nem hagyja, hogy a hév irányítsa.
dlga_lady_talk:lady_ask_for_quest|Van valami, amit tehetek, hogy elnyerjem a kegyét?
dlga_lady_ask_for_quest:lady_pretalk|Jelenleg nincs más az ön számára.
dlga_lady_ask_for_quest:lady_mission_told|Oh, attól félek, soha nem látom viszont {s17}... A neve {s13}, és {s14} tömlöcében raboskodik. Próbáltunk tárgyalni a váltságdíjáról, de túl sokat kértek. Soha nem tudnánk ennyi pénzt összeszedni, hacsak nem adnánk el mindenünket, és Isten tudja, {s13} inkább töltené az életét börtönben, semmint hogy koldusbotra juttasson minket. Ehelyett kieszeltem egy tervet a megszöktetésére, de ahhoz valakinek nagy áldozatot kellene hoznia, és könyörgésem eddig süket fülekre talált...
dlga_lady_ask_for_quest:lady_mission_told.1|Szegény {s11}, {s13} {s14} tömlöcében raboskodik. Csak levélváltással tudjuk tartani a kapcsolatot egymással, de az út túl veszélyes, így alig van esélyünk erre. Kérem, elvinne egy levelet a kedvemért?
dlga_lady_ask_for_quest:lady_quest_duel_for_lady|Kedves, hogy megkérdi, {playername}, de nem sokat tud a problémámról, és nem várhatom el, hogy érdekemben veszélybe sodorja magát.
dlga_lady_quest_duel_for_lady:lady_quest_duel_for_lady_2|Mondja el, mi az a probléma, és majd eldöntöm.
dlga_lady_quest_duel_for_lady_2:lady_quest_duel_for_lady_3|Nos, ahogy óhajtja... A férjem szerzett pár ellenséget az életében, {playername}. A legálnokabb köztük {s13}. Mindenfelé borzalmas vádakat terjeszt rólam, a becsületemet vonva kétségbe. Mivel nem tudja uramat közvetlenül bántani, engem használ célpontnak, hogy az ő nevét bemocskolja. Már bizonyára hallotta a szörnyű dolgokat rólam. Csak azt kívánom, bárcsak lenne valaki, aki elég bátor ahhoz, hogy visszavonassa vele rágalmait, de {s13} kiváló kardvívó, félelmetes hírneve van...
dlga_lady_quest_duel_for_lady_3:lady_quest_duel_for_lady_3_accepted|Egyet se féljen, {s65}. Elintézem, hogy visszavonja a hazugságait.
dlga_lady_quest_duel_for_lady_3_accepted:close_window|Oh! Én nem kérhetem ezt öntől, {playername}, de egész életemben lekötelezettje lennék, erre megesküszöm. Olyan sokat jelentene, ha megvédené becsületem! Ezerszer köszönöm, minden imám és kegyem önnel lesz.
dlga_lady_quest_duel_for_lady_3:lady_quest_duel_for_lady_3_rejected|Ha ilyen veszélyes, talán jobb lenne ha nem foglalkoznánk vele...
dlga_lady_quest_duel_for_lady_3_rejected:close_window|Oh... Lehet, hogy igaza van, {playername}. Talán ki kellene verni a fejemből ezeket a bolond, kislányos elképzeléseket a lovagiasságról és bátorságról. Az emberek már nem ilyenek. Minden jót.
dlga_lady_ask_for_quest:lady_pretalk.1|Nem, {playername}, jelenleg nincs bajnokra szükségem.
dlga_lady_mission_told:lady_mission_accepted|Ahogy óhajtja, {s65}, el lesz intézve.
dlga_lady_mission_told:lady_mission_rejected|Attól félek, most nem segíthetek.
dlga_lady_mission_accepted:close_window|Maga egy igazi {úriember/úrihölgy}, {playername}. Nagyon köszönöm, hogy segít nekem.
dlga_lady_mission_rejected:close_window|Nem segít egy bajba került hölgyön? Szégyellje magát, {playername}! Kérem, most hagyjon magamra, egy fontos kézimunkát kell befejeznem.
dlga_lady_talk:lady_restore_relation|Mélyíteni szeretném a kapcsolatomat egy úrral. Tudna nekem segíteni?
dlga_lady_restore_relation:lady_pretalk|Nem ismerem önt annyira, hogy az ön nevében cselekedjek. Sajnálom.
dlga_lady_restore_relation:lady_restore_relation_2|Hm. Gondolom, valakinek a bögyében van. Rendben, kivel akarja helyreállítani a kapcsolatát?
dlga_lady_restore_relation_2:lady_restore_relation_2b|{s1}
dlga_lady_restore_relation_2:lady_pretalk|Nem érdekes. Mindenkivel elég jól kijövök.
dlga_lady_restore_relation_2b:lady_restore_relation_3|Nos, megpróbálhatok ebben segíteni. Biztos vagyok benne, hogy pár drága ajándék meglágyítja {s10} szívét az ön irányába.
dlga_lady_restore_relation_3:lady_restore_relation_4|Ha {s10} számára küld {reg10} értékben ajándékot, javíthatja vele kapcsolatát. De ha megengedheti magának, hogy {reg11} dénárt költsön az ajándékra, nagy hatást gyakorolhatna rá. És ha fel tud menni egészen {reg12} dénárig, az igencsak segítene elsimítani a dolgokat.
